Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-AMI-HRRP,266,,0.9201,14.8016,16.0862,34,07/01/2013,06/30/2016
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-CABG-HRRP,108,,0.9877,13.2921,13.4569,14,07/01/2013,06/30/2016
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-COPD-HRRP,155,,0.9532,20.3665,21.3662,28,07/01/2013,06/30/2016
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-HF-HRRP,349,,0.9433,22.2514,23.5880,74,07/01/2013,06/30/2016
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-HIP-KNEE-HRRP,199,,1.0872,4.7403,4.3599,11,07/01/2013,06/30/2016
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,READM-30-PN-HRRP,301,,0.9911,18.1135,18.2752,54,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-AMI-HRRP,337,,1.0291,14.8911,14.4707,52,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-CABG-HRRP,205,,1.1412,14.7215,12.8999,34,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-COPD-HRRP,286,,0.9375,16.9914,18.1244,44,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-HF-HRRP,604,,0.9141,18.7706,20.5341,108,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-HIP-KNEE-HRRP,1677,,0.9231,3.5468,3.8424,58,07/01/2013,06/30/2016
TUCSON MEDICAL CENTER,030006,AZ,READM-30-PN-HRRP,623,,0.8811,14.1395,16.0484,81,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-AMI-HRRP,Not Available,,0.9311,12.0783,12.9727,Too Few to Report,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-COPD-HRRP,190,,0.9276,16.4568,17.7404,26,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-HF-HRRP,187,,0.8616,16.9916,19.7221,23,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-HIP-KNEE-HRRP,241,,1.0542,4.5707,4.3356,12,07/01/2013,06/30/2016
VERDE VALLEY MEDICAL CENTER,030007,AZ,READM-30-PN-HRRP,343,,0.8773,13.4782,15.3635,39,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-AMI-HRRP,183,,0.9276,14.0963,15.1972,21,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-CABG-HRRP,Not Available,,0.9268,13.2400,14.2855,Too Few to Report,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-COPD-HRRP,172,,1.0256,19.2838,18.8024,35,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-HF-HRRP,191,,0.8831,17.9891,20.3715,27,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9134,4.2339,4.6355,Too Few to Report,07/01/2013,06/30/2016
ST. MARY'S HOSPITAL,030010,AZ,READM-30-PN-HRRP,259,,0.9959,15.9204,15.9867,41,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-AMI-HRRP,213,,1.0104,14.2487,14.1017,31,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-COPD-HRRP,282,,0.9321,17.7463,19.0380,45,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-HF-HRRP,277,,0.9673,19.8594,20.5298,53,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-HIP-KNEE-HRRP,537,,0.8871,3.9547,4.4579,19,07/01/2013,06/30/2016
ST JOSEPH'S HOSPITAL,030011,AZ,READM-30-PN-HRRP,538,,0.9706,15.3671,15.8320,81,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-AMI-HRRP,451,,0.9413,12.8036,13.6014,54,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-CABG-HRRP,114,,1.2820,16.4673,12.8454,26,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-COPD-HRRP,261,,0.9786,17.0596,17.4329,43,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-HF-HRRP,292,,1.0075,20.0515,19.9024,59,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9028,3.8403,4.2536,Too Few to Report,07/01/2013,06/30/2016
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,READM-30-PN-HRRP,519,,0.9664,14.8189,15.3341,75,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-AMI-HRRP,603,,0.9406,13.9081,14.7864,80,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-CABG-HRRP,196,,0.9432,12.5848,13.3426,23,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-COPD-HRRP,593,,1.0303,19.5345,18.9598,118,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-HF-HRRP,650,,0.9758,20.0737,20.5721,129,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-HIP-KNEE-HRRP,761,,0.9911,4.4898,4.5302,34,07/01/2013,06/30/2016
YUMA REGIONAL MEDICAL CENTER,030013,AZ,READM-30-PN-HRRP,1478,,1.1221,17.7574,15.8253,269,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-AMI-HRRP,141,,0.9791,12.9859,13.2636,17,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-CABG-HRRP,Not Available,,0.9999,11.6324,11.6332,Too Few to Report,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-COPD-HRRP,211,,1.0328,19.2718,18.6601,43,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-HF-HRRP,298,,0.9713,20.3941,20.9973,59,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-HIP-KNEE-HRRP,286,,1.0175,4.4321,4.3558,13,07/01/2013,06/30/2016
JOHN C. LINCOLN MEDICAL CENTER,030014,AZ,READM-30-PN-HRRP,610,,0.9407,14.9895,15.9344,88,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-AMI-HRRP,Not Available,,0.9437,12.7933,13.5566,Too Few to Report,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-COPD-HRRP,237,,0.9943,16.6234,16.7183,39,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-HF-HRRP,165,,1.0910,23.9679,21.9683,45,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9009,3.8213,4.2415,Too Few to Report,07/01/2013,06/30/2016
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,READM-30-PN-HRRP,405,,0.9844,16.2708,16.5295,65,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-HF-HRRP,Not Available,,1.0029,22.7201,22.6533,Too Few to Report,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MARICOPA MEDICAL CENTER,030022,AZ,READM-30-PN-HRRP,Not Available,,0.9318,15.3466,16.4698,Too Few to Report,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-AMI-HRRP,220,,0.9590,13.4631,14.0391,27,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-CABG-HRRP,Not Available,,0.9526,10.6986,11.2306,Too Few to Report,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-COPD-HRRP,137,,0.8835,15.8577,17.9494,13,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-HF-HRRP,270,,0.8520,17.1972,20.1836,37,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-HIP-KNEE-HRRP,774,,0.8317,3.5431,4.2600,24,07/01/2013,06/30/2016
FLAGSTAFF MEDICAL CENTER,030023,AZ,READM-30-PN-HRRP,431,,0.8247,13.3833,16.2281,47,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-AMI-HRRP,133,,1.0192,15.6220,15.3271,22,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-CABG-HRRP,67,,1.0600,13.9160,13.1285,11,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-COPD-HRRP,154,,1.0565,20.7480,19.6391,36,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-HF-HRRP,177,,0.9154,19.3963,21.1891,29,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9901,3.9561,3.9956,Too Few to Report,07/01/2013,06/30/2016
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,READM-30-PN-HRRP,311,,0.9489,16.0727,16.9387,47,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-AMI-HRRP,137,,0.9446,14.3370,15.1782,16,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-CABG-HRRP,Not Available,,0.9867,13.4201,13.6014,Too Few to Report,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-COPD-HRRP,70,,1.0052,19.4636,19.3627,14,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-HF-HRRP,169,,1.0435,22.7015,21.7558,41,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9562,4.0478,4.2332,Too Few to Report,07/01/2013,06/30/2016
ABRAZO CENTRAL CAMPUS,030030,AZ,READM-30-PN-HRRP,174,,1.0370,17.1865,16.5734,32,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-AMI-HRRP,Not Available,,0.9661,16.4740,17.0521,Too Few to Report,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-COPD-HRRP,97,,0.9980,16.6380,16.6711,16,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-HF-HRRP,119,,0.9492,17.6871,18.6338,18,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,1.0148,4.5436,4.4771,Too Few to Report,07/01/2013,06/30/2016
BANNER PAYSON MEDICAL CENTER,030033,AZ,READM-30-PN-HRRP,169,,1.0382,15.3324,14.7680,28,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-AMI-HRRP,329,,0.9406,13.9490,14.8304,42,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-CABG-HRRP,Not Available,,0.7624,10.1417,13.3025,Too Few to Report,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-COPD-HRRP,410,,0.8929,16.8495,18.8707,61,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-HF-HRRP,402,,0.9392,19.5977,20.8661,75,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-HIP-KNEE-HRRP,270,,1.0343,4.5783,4.4265,13,07/01/2013,06/30/2016
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,READM-30-PN-HRRP,814,,0.9465,15.7397,16.6294,125,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-AMI-HRRP,83,,1.0322,14.4692,14.0174,14,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-CABG-HRRP,Not Available,,0.9268,11.4201,12.3226,Too Few to Report,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-COPD-HRRP,48,,1.0271,18.9066,18.4079,11,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-HF-HRRP,68,,0.9849,20.4670,20.7813,13,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-HIP-KNEE-HRRP,839,,0.8469,3.1068,3.6684,23,07/01/2013,06/30/2016
ST LUKE'S MEDICAL CENTER,030037,AZ,READM-30-PN-HRRP,Not Available,,0.9911,14.3966,14.5256,Too Few to Report,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-AMI-HRRP,135,,1.0400,15.1925,14.6081,23,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-CABG-HRRP,Not Available,,0.9291,10.7122,11.5294,Too Few to Report,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-COPD-HRRP,224,,1.0378,18.8919,18.2039,45,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-HF-HRRP,375,,1.0373,20.7442,19.9990,80,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-HIP-KNEE-HRRP,586,,0.8642,3.7068,4.2892,19,07/01/2013,06/30/2016
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,READM-30-PN-HRRP,636,,0.9852,15.5406,15.7735,98,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-AMI-HRRP,171,,1.0800,16.9583,15.7017,34,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-COPD-HRRP,234,,0.9968,18.0480,18.1065,42,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-HF-HRRP,208,,0.9998,20.1973,20.2008,42,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,1.2453,5.2172,4.1895,Too Few to Report,07/01/2013,06/30/2016
CANYON VISTA MEDICAL CENTER,030043,AZ,READM-30-PN-HRRP,318,,1.0951,16.6277,15.1833,58,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-AMI-HRRP,208,,1.0595,15.9813,15.0842,37,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-CABG-HRRP,Not Available,,1.0031,12.5687,12.5299,Too Few to Report,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-COPD-HRRP,536,,1.0704,20.1586,18.8322,113,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-HF-HRRP,396,,1.1346,25.5019,22.4761,109,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,1.1234,5.4781,4.8764,Too Few to Report,07/01/2013,06/30/2016
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,READM-30-PN-HRRP,600,,1.1914,20.1285,16.8944,131,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-AMI-HRRP,422,,0.9481,14.5445,15.3409,58,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-CABG-HRRP,212,,0.8898,11.4619,12.8822,21,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-COPD-HRRP,566,,0.9907,19.9100,20.0979,112,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-HF-HRRP,622,,0.9767,21.2935,21.8008,131,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-HIP-KNEE-HRRP,1039,,0.9631,4.6881,4.8676,48,07/01/2013,06/30/2016
BANNER BOSWELL MEDICAL CENTER,030061,AZ,READM-30-PN-HRRP,1070,,0.9669,16.8163,17.3913,178,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-AMI-HRRP,99,,0.9812,13.3258,13.5815,12,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-COPD-HRRP,136,,0.9894,18.9516,19.1543,25,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-HF-HRRP,125,,0.8828,18.8268,21.3261,16,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9249,3.9894,4.3135,Too Few to Report,07/01/2013,06/30/2016
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,READM-30-PN-HRRP,244,,0.8991,14.3276,15.9361,29,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-AMI-HRRP,231,,1.0833,16.8093,15.5163,44,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-CABG-HRRP,Not Available,,0.9464,13.5207,14.2868,Too Few to Report,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-COPD-HRRP,125,,1.0283,20.7604,20.1889,28,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-HF-HRRP,315,,1.0364,22.7858,21.9853,74,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.8622,3.6668,4.2527,Too Few to Report,07/01/2013,06/30/2016
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,READM-30-PN-HRRP,423,,1.0256,18.0934,17.6419,78,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-AMI-HRRP,270,,1.0218,15.0409,14.7195,42,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-CABG-HRRP,78,,1.0340,12.8957,12.4719,11,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-COPD-HRRP,355,,1.1059,21.2946,19.2552,83,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-HF-HRRP,370,,1.0543,21.5641,20.4542,83,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-HIP-KNEE-HRRP,316,,1.0406,4.1959,4.0323,14,07/01/2013,06/30/2016
BANNER DESERT MEDICAL CENTER,030065,AZ,READM-30-PN-HRRP,712,,0.9764,16.2028,16.5952,114,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-COPD-HRRP,Not Available,,0.9751,15.6461,16.0453,Too Few to Report,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,0.9469,3.1547,3.3316,Too Few to Report,07/01/2013,06/30/2016
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,READM-30-PN-HRRP,107,,0.9556,12.5685,13.1522,11,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-AMI-HRRP,287,,1.0421,14.4303,13.8473,44,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-CABG-HRRP,81,,0.9981,13.6458,13.6711,11,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-COPD-HRRP,306,,0.9875,17.9409,18.1674,54,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-HF-HRRP,454,,0.9757,20.1511,20.6530,90,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-HIP-KNEE-HRRP,631,,1.0660,4.7230,4.4305,31,07/01/2013,06/30/2016
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,READM-30-PN-HRRP,542,,0.9758,15.9374,16.3319,85,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-AMI-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-HF-HRRP,Not Available,,1.0439,20.7096,19.8392,Too Few to Report,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,READM-30-PN-HRRP,147,,1.1008,13.5054,12.2682,25,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-HF-HRRP,Not Available,,0.9901,19.5843,19.7796,Too Few to Report,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-HIP-KNEE-HRRP,Not Available,,1.0796,3.9563,3.6645,Too Few to Report,07/01/2013,06/30/2016
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,READM-30-PN-HRRP,146,,0.9000,12.1208,13.4674,12,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SELLS HOSPITAL,030074,AZ,READM-30-PN-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SAN CARLOS APACHE HEALTHCARE,030077,AZ,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SAN CARLOS APACHE HEALTHCARE,030077,AZ,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SAN CARLOS APACHE HEALTHCARE,030077,AZ,READM-30-COPD-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SAN CARLOS APACHE HEALTHCARE,030077,AZ,READM-30-HF-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
